ocid,tender_id,lot,buyer_id,title,category_code,category_label,procurement_kind,procurement_method,publish_date,tender_period_days,estimate_value,quantity,unit,scope_metric_value,scope_metric_unit,n_bids_published,bids_published,status,award_id,awarded_vendor_id,awarded_value,award_date,emergency_declared,proprietary_certificate,framework_ref,reserved_for_mse,justification_note,scenario_truth
ocds-pgraph-T-0854,T-0854,1,B-007,Road resurfacing works - Tumakuru (Dec 2024),road_resurfacing,Road resurfacing works,works,open,2024-12-24,30,2080429.59,8946,sq.m,8946,sq.m,3,1,complete,A-0854,V-0218,2182320.55,2025-03-08,0,0,,0,,fixed_markup
ocds-pgraph-T-0855,T-0855,1,B-010,Water supply pipeline works - Amravati (Sep 2025),water_pipeline,Water supply pipeline works,works,open,2025-09-26,7,,4134,metre,4134,metre,3,1,complete,A-0855,V-0053,13514261.13,2025-11-01,0,0,,0,,cover
ocds-pgraph-T-0856,T-0856,1,B-010,Water supply pipeline works - Amravati (Aug 2023),water_pipeline,Water supply pipeline works,works,open,2023-08-23,7,10048198.21,3849,metre,3849,metre,4,1,complete,A-0856,V-0053,11412390.27,2023-09-22,0,0,,0,,cover
ocds-pgraph-T-0857,T-0857,1,B-010,Water supply pipeline works - Amravati (Oct 2025),water_pipeline,Water supply pipeline works,works,open,2025-10-16,30,15363448.57,5227,metre,5227,metre,3,1,complete,A-0857,V-0053,17089519.54,2025-12-01,0,0,,0,,cover
ocds-pgraph-T-0858,T-0858,1,B-010,Water supply pipeline works - Amravati (Mar 2024),water_pipeline,Water supply pipeline works,works,open,2024-03-26,30,15666136.5,5304,metre,5304,metre,3,1,complete,A-0858,V-0053,16506674.2,2024-06-04,0,0,,0,,fixed_markup
ocds-pgraph-T-0859,T-0859,1,B-010,Water supply pipeline works - Amravati (Nov 2025),water_pipeline,Water supply pipeline works,works,open,2025-11-29,14,14386209.94,4773,metre,4773,metre,3,1,complete,A-0859,V-0053,15290933.11,2025-12-23,0,0,,0,,cover
ocds-pgraph-T-0860,T-0860,1,B-010,Water supply pipeline works - Amravati (Nov 2023),water_pipeline,Water supply pipeline works,works,open,2023-11-07,21,8637652.09,3123,metre,3123,metre,3,1,complete,A-0860,V-0053,9685666.43,2024-01-11,0,0,,0,,cover
ocds-pgraph-T-0861,T-0861,1,B-010,Water supply pipeline works - Amravati (Jun 2026),water_pipeline,Water supply pipeline works,works,open,2026-06-12,14,13857942.19,4413,metre,4413,metre,3,1,complete,A-0861,V-0053,15341486.97,2026-08-04,0,0,,0,,cover
ocds-pgraph-T-0862,T-0862,1,B-010,Water supply pipeline works - Amravati (Oct 2024),water_pipeline,Water supply pipeline works,works,open,2024-10-26,10,13068597.65,4582,metre,4582,metre,4,1,complete,A-0862,V-0053,15169736.59,2024-11-17,0,0,,0,,cover
ocds-pgraph-T-0863,T-0863,1,B-010,Water supply pipeline works - Amravati (May 2025),water_pipeline,Water supply pipeline works,works,open,2025-05-19,30,14442336.84,4698,metre,4698,metre,3,1,complete,A-0863,V-0053,15493116.44,2025-06-30,0,0,,0,,cover
ocds-pgraph-T-0864,T-0864,1,B-010,Water supply pipeline works - Amravati (Feb 2026),water_pipeline,Water supply pipeline works,works,open,2026-02-23,21,11092765.98,3821,metre,3821,metre,4,1,complete,A-0864,V-0053,12197855.78,2026-04-14,0,0,,0,,cover
ocds-pgraph-T-0865,T-0865,1,B-010,Water supply pipeline works - Amravati (Jun 2024),water_pipeline,Water supply pipeline works,works,open,2024-06-07,14,1990963.77,705,metre,705,metre,4,1,complete,A-0865,V-0053,2223301.94,2024-07-14,0,0,,0,,cover
ocds-pgraph-T-0866,T-0866,1,B-038,Medical consumables supply - Guwahati (Dec 2025),medical_supplies,Medical consumables supply,goods,open,2025-12-19,7,5297293.1,8424,unit,8424,unit,3,1,complete,A-0866,V-0235,5935443.45,2026-01-07,0,0,,0,,cover
ocds-pgraph-T-0867,T-0867,1,B-038,Medical consumables supply - Guwahati (Mar 2025),medical_supplies,Medical consumables supply,goods,open,2025-03-03,14,,53017,unit,53017,unit,3,1,complete,A-0867,V-0235,36212384.52,2025-03-28,0,0,,0,,cover
ocds-pgraph-T-0868,T-0868,1,B-038,Medical consumables supply - Guwahati (Sep 2023),medical_supplies,Medical consumables supply,goods,open,2023-09-08,14,27478210.77,46090,unit,46090,unit,4,1,complete,A-0868,V-0235,30940755.05,2023-10-21,0,0,,0,,cover
ocds-pgraph-T-0869,T-0869,1,B-038,Medical consumables supply - Guwahati (May 2024),medical_supplies,Medical consumables supply,goods,open,2024-05-10,10,26605048.79,46575,unit,46575,unit,4,1,complete,A-0869,V-0235,27728846.97,2024-06-01,0,0,,0,,fixed_markup
ocds-pgraph-T-0870,T-0870,1,B-038,Medical consumables supply - Guwahati (May 2024),medical_supplies,Medical consumables supply,goods,open,2024-05-03,7,21683309.17,37180,unit,37180,unit,0,0,complete,A-0870,V-0235,24470142.09,2024-06-05,0,0,,0,,cover
ocds-pgraph-T-0871,T-0871,1,B-038,Medical consumables supply - Guwahati (Jul 2023),medical_supplies,Medical consumables supply,goods,open,2023-07-24,7,8408292.12,15183,unit,15183,unit,4,1,complete,A-0871,V-0235,9627686.19,2023-09-07,0,0,,0,,cover
ocds-pgraph-T-0872,T-0872,1,B-038,Medical consumables supply - Guwahati (Dec 2025),medical_supplies,Medical consumables supply,goods,open,2025-12-05,30,15175089.53,22684,unit,22684,unit,3,1,complete,A-0872,V-0235,16995083.34,2026-02-03,0,0,,0,,cover
ocds-pgraph-T-0873,T-0873,1,B-038,Medical consumables supply - Guwahati (Dec 2023),medical_supplies,Medical consumables supply,goods,open,2023-12-16,10,9036443.82,15338,unit,15338,unit,4,1,complete,A-0873,V-0235,10589193.14,2024-01-17,0,0,,0,,cover
ocds-pgraph-T-0874,T-0874,1,B-038,Medical consumables supply - Guwahati (May 2024),medical_supplies,Medical consumables supply,goods,open,2024-05-09,21,34535957.56,55905,unit,55905,unit,4,1,complete,A-0874,V-0235,36901319.16,2024-06-19,0,0,,0,,fixed_markup
ocds-pgraph-T-0875,T-0875,1,B-038,Medical consumables supply - Guwahati (Apr 2024),medical_supplies,Medical consumables supply,goods,open,2024-04-12,21,30530137.36,53707,unit,53707,unit,3,1,complete,A-0875,V-0235,32761119.07,2024-05-28,0,0,,0,,cover
ocds-pgraph-T-0876,T-0876,1,B-038,Medical consumables supply - Guwahati (Nov 2023),medical_supplies,Medical consumables supply,goods,open,2023-11-27,10,24742355.8,39076,unit,39076,unit,4,1,complete,A-0876,V-0235,27077923.18,2024-01-15,0,0,,0,,cover
ocds-pgraph-T-0877,T-0877,1,B-038,Medical consumables supply - Guwahati (Dec 2025),medical_supplies,Medical consumables supply,goods,open,2025-12-13,21,4861612.72,7098,unit,7098,unit,3,1,complete,A-0877,V-0235,5347713.72,2026-01-16,0,0,,0,,cover
ocds-pgraph-T-0878,T-0878,1,B-022,Building construction works - Thrissur (Oct 2024),building_construction,Building construction works,works,open,2024-10-25,7,3372732.22,1681,sq.m,1681,sq.m,3,1,complete,A-0878,V-0029,3951509.47,2024-12-01,0,0,,0,,cover
ocds-pgraph-T-0879,T-0879,1,B-022,Building construction works - Thrissur (Oct 2023),building_construction,Building construction works,works,open,2023-10-12,21,3595872.47,1628,sq.m,1628,sq.m,3,1,complete,A-0879,V-0029,4130154.15,2023-11-26,0,0,,0,,cover
ocds-pgraph-T-0880,T-0880,1,B-022,Building construction works - Thrissur (Mar 2025),building_construction,Building construction works,works,open,2025-03-10,7,3349168.98,1378,sq.m,1378,sq.m,3,1,complete,A-0880,V-0029,3779403.54,2025-04-29,0,0,,0,,cover
ocds-pgraph-T-0881,T-0881,1,B-022,Building construction works - Thrissur (Oct 2023),building_construction,Building construction works,works,open,2023-10-13,21,854462.68,434,sq.m,434,sq.m,0,0,complete,A-0881,V-0029,1007903.02,2023-11-28,0,0,,0,,cover
ocds-pgraph-T-0882,T-0882,1,B-022,Building construction works - Thrissur (Feb 2024),building_construction,Building construction works,works,open,2024-02-13,30,2226488.37,995,sq.m,995,sq.m,3,1,complete,A-0882,V-0029,2538234.3,2024-03-26,0,0,,0,,cover
ocds-pgraph-T-0883,T-0883,1,B-022,Building construction works - Thrissur (Oct 2025),building_construction,Building construction works,works,open,2025-10-30,30,5175080.27,2189,sq.m,2189,sq.m,3,1,complete,A-0883,V-0029,5546682.53,2026-01-12,0,0,,0,,cover
ocds-pgraph-T-0884,T-0884,1,B-022,Building construction works - Thrissur (Sep 2025),building_construction,Building construction works,works,open,2025-09-03,14,6242869.66,2930,sq.m,2930,sq.m,4,1,complete,A-0884,V-0029,6711646.26,2025-10-06,0,0,,0,,cover
ocds-pgraph-T-0885,T-0885,1,B-022,Building construction works - Thrissur (Dec 2025),building_construction,Building construction works,works,open,2025-12-19,14,2342276.01,972,sq.m,972,sq.m,4,1,complete,A-0885,V-0029,2599844.8,2026-01-18,0,0,,0,,cover
ocds-pgraph-T-0886,T-0886,1,B-022,Building construction works - Thrissur (Oct 2025),building_construction,Building construction works,works,open,2025-10-03,7,2721264.81,1263,sq.m,1263,sq.m,4,1,complete,A-0886,V-0029,2924113.89,2025-11-02,0,0,,0,,cover
ocds-pgraph-T-0887,T-0887,1,B-022,Building construction works - Thrissur (Oct 2023),building_construction,Building construction works,works,open,2023-10-26,30,1481883.19,677,sq.m,677,sq.m,3,1,complete,A-0887,V-0029,1584331.74,2024-01-06,0,0,,0,,cover
ocds-pgraph-T-0888,T-0888,1,B-017,Laptop and IT hardware supply - Bikaner (Aug 2024),laptops_it,Laptop and IT hardware supply,goods,open,2024-08-28,14,26751701.64,520,unit,520,unit,3,1,complete,A-0888,V-0204,29058419.56,2024-10-07,0,0,,0,,fixed_markup
ocds-pgraph-T-0889,T-0889,1,B-017,Laptop and IT hardware supply - Bikaner (Jan 2025),laptops_it,Laptop and IT hardware supply,goods,open,2025-01-19,30,37857643.85,751,unit,751,unit,3,1,complete,A-0889,V-0204,41505964.65,2025-03-02,0,0,,0,,fixed_markup
ocds-pgraph-T-0890,T-0890,1,B-017,Laptop and IT hardware supply - Bikaner (May 2024),laptops_it,Laptop and IT hardware supply,goods,open,2024-05-06,7,7498428.86,156,unit,156,unit,3,1,complete,A-0890,V-0204,8273555.99,2024-06-26,0,0,,0,,cover
ocds-pgraph-T-0891,T-0891,1,B-017,Laptop and IT hardware supply - Bikaner (Aug 2023),laptops_it,Laptop and IT hardware supply,goods,open,2023-08-19,30,6269410.71,125,unit,125,unit,3,1,complete,A-0891,V-0204,6732352.94,2023-10-17,0,0,,0,,fixed_markup
ocds-pgraph-T-0892,T-0892,1,B-017,Laptop and IT hardware supply - Bikaner (Jun 2025),laptops_it,Laptop and IT hardware supply,goods,open,2025-06-17,14,19621685.23,384,unit,384,unit,3,1,complete,A-0892,V-0204,21395045.12,2025-08-03,0,0,,0,,cover
ocds-pgraph-T-0893,T-0893,1,B-017,Laptop and IT hardware supply - Bikaner (Mar 2025),laptops_it,Laptop and IT hardware supply,goods,open,2025-03-06,14,26678250.44,533,unit,533,unit,3,1,complete,A-0893,V-0204,28590971.37,2025-04-30,0,0,,0,,fixed_markup
ocds-pgraph-T-0894,T-0894,1,B-017,Laptop and IT hardware supply - Bikaner (Nov 2025),laptops_it,Laptop and IT hardware supply,goods,open,2025-11-20,14,21356392.04,363,unit,363,unit,3,1,complete,A-0894,V-0204,22202118.56,2026-01-09,0,0,,0,,fixed_markup
ocds-pgraph-T-0895,T-0895,1,B-017,Laptop and IT hardware supply - Bikaner (Jun 2025),laptops_it,Laptop and IT hardware supply,goods,open,2025-06-03,21,24937581.33,478,unit,478,unit,3,1,complete,A-0895,V-0204,25497673.56,2025-07-10,0,0,,0,,fixed_markup
ocds-pgraph-T-0896,T-0896,1,B-027,Solar street lighting - Ganjam (Jan 2025),solar_streetlight,Solar street lighting,goods,open,2025-01-03,21,1345206.75,82,unit,82,unit,4,1,complete,A-0896,V-0123,1329530.01,2025-02-14,0,0,,0,,rotation
ocds-pgraph-T-0897,T-0897,1,B-008,Solar street lighting - Nagpur (Jun 2024),solar_streetlight,Solar street lighting,goods,open,2024-06-04,21,5022926.58,289,unit,289,unit,4,1,complete,A-0897,V-0093,5347227.32,2024-07-11,0,0,,0,,rotation
ocds-pgraph-T-0898,T-0898,1,B-008,Solar street lighting - Nagpur (Oct 2023),solar_streetlight,Solar street lighting,goods,open,2023-10-22,21,1579081.76,106,unit,106,unit,4,1,complete,A-0898,V-0155,1583643.75,2023-12-16,0,0,,0,,rotation
ocds-pgraph-T-0899,T-0899,1,B-030,Solar street lighting - Balasore (Nov 2025),solar_streetlight,Solar street lighting,goods,open,2025-11-01,14,11484127.51,761,unit,761,unit,4,1,complete,A-0899,V-0061,11307928.91,2025-12-29,0,0,,0,,rotation
ocds-pgraph-T-0900,T-0900,1,B-007,Solar street lighting - Tumakuru (Oct 2024),solar_streetlight,Solar street lighting,goods,open,2024-10-04,14,1432683.7,90,unit,90,unit,4,1,complete,A-0900,V-0123,1410972.05,2024-11-14,0,0,,0,,rotation
ocds-pgraph-T-0901,T-0901,1,B-007,Solar street lighting - Tumakuru (Sep 2025),solar_streetlight,Solar street lighting,goods,open,2025-09-18,21,5805269.97,336,unit,336,unit,4,1,complete,A-0901,V-0093,5395083.08,2025-11-07,0,0,,0,,rotation
ocds-pgraph-T-0902,T-0902,1,B-019,Solar street lighting - Bikaner (Jan 2025),solar_streetlight,Solar street lighting,goods,open,2025-01-26,14,7168557.49,459,unit,459,unit,4,1,complete,A-0902,V-0155,7073341.94,2025-03-12,0,0,,0,,rotation
ocds-pgraph-T-0903,T-0903,1,B-019,Solar street lighting - Bikaner (Aug 2023),solar_streetlight,Solar street lighting,goods,open,2023-08-04,10,10271124.97,722,unit,722,unit,4,1,complete,A-0903,V-0061,10408390.43,2023-08-26,0,0,,0,,rotation
ocds-pgraph-T-0904,T-0904,1,B-037,Solar street lighting - New Delhi (Dec 2023),solar_streetlight,Solar street lighting,goods,open,2023-12-08,14,6265138.17,423,unit,423,unit,4,1,complete,A-0904,V-0123,6631456.15,2024-01-06,0,0,,0,,rotation
ocds-pgraph-T-0905,T-0905,1,B-027,Solar street lighting - Ganjam (Sep 2025),solar_streetlight,Solar street lighting,goods,open,2025-09-26,14,10523837.55,706,unit,706,unit,0,0,complete,A-0905,V-0093,11335007.85,2025-11-16,0,0,,0,,rotation
ocds-pgraph-T-0906,T-0906,1,B-021,Solar street lighting - Palakkad (Jul 2026),solar_streetlight,Solar street lighting,goods,open,2026-07-19,14,,69,unit,69,unit,4,1,complete,A-0906,V-0155,1284276.86,2026-09-12,0,0,,0,,rotation
ocds-pgraph-T-0907,T-0907,1,B-019,Sanitation and waste services - Bikaner (Sep 2025),sanitation_services,Sanitation and waste services,services,open,2025-09-06,21,3549693.55,23,month,23,month,5,1,complete,A-0907,V-0073,3941045.45,2025-10-27,0,0,,0,,rotation
ocds-pgraph-T-0908,T-0908,1,B-002,Sanitation and waste services - Kalaburagi (Nov 2023),sanitation_services,Sanitation and waste services,services,open,2023-11-18,5,5606895.88,33,month,33,month,5,1,complete,A-0908,V-0208,5781652.12,2024-01-02,0,0,,0,,rotation
ocds-pgraph-T-0909,T-0909,1,B-003,Sanitation and waste services - Tumakuru (Mar 2023),sanitation_services,Sanitation and waste services,services,open,2023-03-10,14,1367876.09,8,month,8,month,5,1,complete,A-0909,V-0211,1320543.5,2023-04-19,0,0,,0,,rotation
ocds-pgraph-T-0910,T-0910,1,B-003,Sanitation and waste services - Tumakuru (May 2024),sanitation_services,Sanitation and waste services,services,open,2024-05-02,21,5086737.63,26,month,26,month,5,1,complete,A-0910,V-0144,4969530.56,2024-06-30,0,0,,0,,rotation
ocds-pgraph-T-0911,T-0911,1,B-013,Sanitation and waste services - Nashik (Mar 2026),sanitation_services,Sanitation and waste services,services,open,2026-03-13,14,7051846.38,33,month,33,month,0,0,complete,A-0911,V-0111,6435829.62,2026-04-14,0,0,,0,,rotation
ocds-pgraph-T-0912,T-0912,1,B-027,Sanitation and waste services - Ganjam (Oct 2024),sanitation_services,Sanitation and waste services,services,open,2024-10-05,21,965663.53,6,month,6,month,5,1,complete,A-0912,V-0073,1078613.44,2024-11-05,0,0,,0,,rotation
ocds-pgraph-T-0913,T-0913,1,B-027,Sanitation and waste services - Ganjam (Dec 2023),sanitation_services,Sanitation and waste services,services,open,2023-12-07,30,5501843.22,31,month,31,month,5,1,complete,A-0913,V-0208,5141888.64,2024-01-28,0,0,,0,,rotation
ocds-pgraph-T-0914,T-0914,1,B-003,Sanitation and waste services - Tumakuru (Jun 2026),sanitation_services,Sanitation and waste services,services,open,2026-06-11,14,4692827.6,22,month,22,month,5,1,complete,A-0914,V-0211,4641783.26,2026-07-27,0,0,,0,,rotation
ocds-pgraph-T-0915,T-0915,1,B-013,Sanitation and waste services - Nashik (Aug 2025),sanitation_services,Sanitation and waste services,services,open,2025-08-13,30,4016060.41,20,month,20,month,5,1,complete,A-0915,V-0144,3933673.15,2025-10-05,0,0,,0,,rotation
ocds-pgraph-T-0916,T-0916,1,B-002,Sanitation and waste services - Kalaburagi (Jul 2023),sanitation_services,Sanitation and waste services,services,open,2023-07-26,21,4062733.92,23,month,23,month,5,1,complete,A-0916,V-0111,4025096.99,2023-09-16,0,0,,0,,rotation
ocds-pgraph-T-0917,T-0917,1,B-028,Sanitation and waste services - Koraput (Sep 2023),sanitation_services,Sanitation and waste services,services,open,2023-09-24,7,2916124.14,20,month,20,month,5,1,complete,A-0917,V-0073,3102533.77,2023-10-30,0,0,,0,,rotation
ocds-pgraph-T-0918,T-0918,1,B-013,Sanitation and waste services - Nashik (Dec 2023),sanitation_services,Sanitation and waste services,services,open,2023-12-16,30,,32,month,32,month,5,1,complete,A-0918,V-0208,6555176.05,2024-01-28,0,0,,0,,rotation
ocds-pgraph-T-0919,T-0919,1,B-006,Borewell drilling - Dakshina Kannada (Apr 2024),borewell_drilling,Borewell drilling,works,open,2024-04-20,14,2271840.23,1336,metre,1336,metre,4,1,complete,A-0919,V-0181,2248255.76,2024-05-20,0,0,,0,,allocation
ocds-pgraph-T-0920,T-0920,1,B-024,Borewell drilling - Kollam (Jun 2024),borewell_drilling,Borewell drilling,works,open,2024-06-27,30,1131338.12,553,metre,553,metre,4,1,complete,A-0920,V-0181,1139151.76,2024-08-30,0,0,,0,,allocation
ocds-pgraph-T-0921,T-0921,1,B-009,Borewell drilling - Solapur (Apr 2023),borewell_drilling,Borewell drilling,works,open,2023-04-04,14,3330909.1,1825,metre,1825,metre,4,1,complete,A-0921,V-0181,3093364.23,2023-05-15,0,0,,0,,allocation
ocds-pgraph-T-0922,T-0922,1,B-036,Borewell drilling - Chennai (Apr 2023),borewell_drilling,Borewell drilling,works,open,2023-04-20,30,3702844.87,2303,metre,2303,metre,4,1,complete,A-0922,V-0181,4163327.31,2023-06-15,0,0,,0,,allocation
ocds-pgraph-T-0923,T-0923,1,B-021,Borewell drilling - Palakkad (Apr 2024),borewell_drilling,Borewell drilling,works,open,2024-04-26,21,2771250.32,1490,metre,1490,metre,4,1,complete,A-0923,V-0231,2540657.56,2024-06-29,0,0,,0,,allocation
ocds-pgraph-T-0924,T-0924,1,B-018,Borewell drilling - Barmer (May 2025),borewell_drilling,Borewell drilling,works,open,2025-05-22,21,2249849.68,1374,metre,1374,metre,4,1,complete,A-0924,V-0026,2407737.16,2025-07-13,0,0,,0,,allocation
ocds-pgraph-T-0925,T-0925,1,B-029,Borewell drilling - Sambalpur (Jul 2024),borewell_drilling,Borewell drilling,works,open,2024-07-14,21,2602201.06,1581,metre,1581,metre,4,1,complete,A-0925,V-0181,2463140.36,2024-08-29,0,0,,0,,allocation
ocds-pgraph-T-0926,T-0926,1,B-029,Borewell drilling - Sambalpur (Oct 2024),borewell_drilling,Borewell drilling,works,open,2024-10-10,14,923682.95,558,metre,558,metre,4,1,complete,A-0926,V-0181,874804.31,2024-11-07,0,0,,0,,allocation
ocds-pgraph-T-0927,T-0927,1,B-008,Borewell drilling - Nagpur (Oct 2024),borewell_drilling,Borewell drilling,works,open,2024-10-02,14,5120639.53,2470,metre,2470,metre,4,1,complete,A-0927,V-0003,4797350.96,2024-11-30,0,0,,0,,allocation
ocds-pgraph-T-0928,T-0928,1,B-018,Borewell drilling - Barmer (Jan 2026),borewell_drilling,Borewell drilling,works,open,2026-01-31,14,1946823.58,1116,metre,1116,metre,4,1,complete,A-0928,V-0026,2049237.74,2026-03-25,0,0,,0,,allocation
ocds-pgraph-T-0929,T-0929,1,B-036,Borewell drilling - Chennai (Jan 2025),borewell_drilling,Borewell drilling,works,open,2025-01-21,7,,827,metre,827,metre,4,1,complete,A-0929,V-0181,1669946.59,2025-03-10,0,0,,0,,allocation
ocds-pgraph-T-0930,T-0930,1,B-035,Borewell drilling - New Delhi (Sep 2023),borewell_drilling,Borewell drilling,works,open,2023-09-01,10,2344600.01,1411,metre,1411,metre,4,1,complete,A-0930,V-0026,2359690.37,2023-10-18,0,0,,0,,allocation
ocds-pgraph-T-0931,T-0931,1,B-030,Borewell drilling - Balasore (Jul 2024),borewell_drilling,Borewell drilling,works,open,2024-07-31,7,950952.07,571,metre,571,metre,4,1,complete,A-0931,V-0231,953228.45,2024-09-08,0,0,,0,,allocation
ocds-pgraph-T-0932,T-0932,1,B-010,Borewell drilling - Amravati (Aug 2025),borewell_drilling,Borewell drilling,works,open,2025-08-29,7,1500353.37,761,metre,761,metre,4,1,complete,A-0932,V-0231,1532085.99,2025-09-15,0,0,,0,,allocation
ocds-pgraph-T-0933,T-0933,1,B-029,Borewell drilling - Sambalpur (Apr 2024),borewell_drilling,Borewell drilling,works,open,2024-04-16,14,,608,metre,608,metre,4,1,complete,A-0933,V-0231,951005.47,2024-05-13,0,0,,0,,allocation
ocds-pgraph-T-0934,T-0934,1,B-015,Borewell drilling - Alwar (Apr 2026),borewell_drilling,Borewell drilling,works,open,2026-04-15,7,840833.29,493,metre,493,metre,4,1,complete,A-0934,V-0181,854252.04,2026-05-11,0,0,,0,,allocation
